"ID","Player","Team","Position","Rk","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros%","+/-"
"*05rym*","Damon Hazelton","(N/A)","WR","811","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04ovb*","Buddy Howell","LAR","RB","812","FA","25","TB Sun 4:25PM","1","WAVR","0","11","0%","0%"
"*05rto*","Osirus Mitchell","DAL","WR","813","FA","23","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*05rtz*","Briley Moore","TEN","TE","814","FA","23","IND Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*04oj6*","Jordan Thomas","(N/A)","TE","815","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04zwa*","Juwann Winfree","GB","WR","816","FA","25","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*04zcc*","Rodney Anderson","(N/A)","RB","817","FA","25","Bye","1","WAVR","0","","0%","0%"
"*05047*","Andrew Beck","DEN","RB,TE","818","FA","25","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*05ge6*","Reggie Begelton","(N/A)","WR","819","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05jgv*","Darius Bradwell","LAC","RB","820","FA","24","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05rgl*","Darius Clark","CAR","RB","821","FA","25","CAR 24<br/>@HOU 9 F","1","WAVR","0","13","0%","0%"
"*05jl8*","Tavien Feaster","ARI","RB","822","FA","23","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*04ze1*","Elijah Holyfield","(N/A)","RB","823","FA","23","Bye","1","WAVR","0","","0%","0%"
"*03oja*","Sean Mannion","MIN","QB","824","FA","29","SEA Sun 4:25PM","1","WAVR","0","7","0%","+0.1%"
"*04ccx*","Taywan Taylor","HOU","WR","825","FA","26","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","0%","0%"
"*04zhn*","Christian Wade","BUF","RB","826","FA","30","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*040ja*","Derek Watt","PIT","RB","827","FA","28","CIN Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04yoc*","Antoine Wesley","ARI","WR","828","FA","23","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*05jux*","Lawrence Cager","(N/A)","WR","829","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05073*","Keelan Doss","ATL","WR","830","FA","25","@NYG Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05rts*","Brennan Eagles","(N/A)","WR","831","FA","0","Bye","1","WAVR","0","","0%","0%"
"*03cx7*","Taylor Gabriel","(N/A)","WR","832","FA","30","Bye","1","WAVR","0","","0%","0%"
"*04ypa*","Terry Godwin","JAX","WR","833","FA","24","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04yp5*","Emanuel Hall","WAS","WR","834","FA","24","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*04zdy*","Karan Higdon Jr.","(N/A)","RB","835","FA","25","Bye","1","WAVR","0","","0%","0%"
"*05rh0*","Kai Locksley","(N/A)","QB,WR","836","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05jte*","Tyler Mabry","SEA","TE","837","FA","24","@MIN Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*03cdz*","Jordan Matthews","SF","WR,TE","838","FA","29","GB Sun 8:20PM","1","WAVR","0","6","0%","0%"
"*05gv9*","Steven Montez","DET","QB","839","FA","24","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*05jke*","Aaron Parker","CAR","WR","840","FA","23","CAR 24<br/>@HOU 9 F","1","WAVR","0","13","0%","0%"
"*04oi8*","Damion Ratley","DAL","WR","841","FA","26","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*05qzt*","Taylor Russolino","DEN","K","842","FA","32","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*05jez*","Tommy Stevens","NYG","QB,TE","843","FA","24","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*002vt*","Delanie Walker","(N/A)","TE","844","FA","37","Bye","1","WAVR","0","","0%","0%"
"*04zv9*","Trevon Wesco","NYJ","TE","845","FA","26","@DEN Sun 4:05PM","1","WAVR","0","6","0%","0%"
"*0410l*","Duke Williams","BUF","WR","846","FA","28","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05jtr*","Easop Winston Jr.","(N/A)","WR","847","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05ryv*","Shaun Beyer","DEN","TE","848","FA","24","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*05r49*","Chris Blair","GB","WR","849","FA","23","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*04zzz*","Kendall Blanton","LAR","TE","850","FA","25","TB Sun 4:25PM","1","WAVR","0","11","0%","0%"
"*05jhr*","Jacob Breeland","BAL","TE","851","FA","25","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*04cey*","Jake Butt","CHI","TE","852","FA","26","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*05jij*","Dan Chisena","MIN","WR","853","FA","24","SEA Sun 4:25PM","1","WAVR","0","7","0%","0%"
"*05gvg*","K.J. Costello","(N/A)","QB","854","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05jl6*","Ben Ellefson","MIN","TE","855","FA","25","SEA Sun 4:25PM","1","WAVR","0","7","0%","0%"
"*05rtn*","Nick Eubanks","PHI","TE","856","FA","24","@DAL Mon 8:15PM","1","WAVR","0","14","0%","0%"
"*05ru0*","Miller Forristall","CLE","TE","857","FA","23","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*02j7v*","Robert Griffin","(N/A)","QB","858","FA","31","Bye","1","WAVR","0","","0%","0%"
"*05jl9*","Josh Hammond","JAX","WR","859","FA","23","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05rv4*","Jeremiah Haydel","(N/A)","WR","860","FA","22","Bye","1","WAVR","0","","0%","0%"
"*04zew*","Alize Mack","(N/A)","TE","861","FA","24","Bye","1","WAVR","0","","0%","0%"
"*0034s*","Matt Moore","KC","QB","862","FA","37","LAC Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*05rsy*","Antonio Nunn","(N/A)","WR","863","FA","25","Bye","1","WAVR","0","","0%","0%"
"*05jlp*","Giovanni Ricci","CAR","TE","864","FA","24","CAR 24<br/>@HOU 9 F","1","WAVR","0","13","0%","0%"
"*05jtb*","Reid Sinnett","MIA","QB","865","FA","24","@LV Sun 4:05PM","1","WAVR","0","14","0%","+0.1%"
"*05jgr*","Noah Togiai","IND","TE","866","FA","24","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*05rxw*","DJ Turner","LV","WR","867","FA","24","MIA Sun 4:05PM","1","WAVR","0","8","0%","0%"
"*04cda*","Davis Webb","BUF","QB","868","FA","26","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05jwd*","Kristian Wilkerson","NE","WR","869","FA","24","NO Sun 1:00PM","1","WAVR","0","14","0%","-0.1%"
"*05ryl*","Marlon Williams","(N/A)","WR","870","FA","0","Bye","1","WAVR","0","","0%","0%"
"*05jih*","Isaiah Zuber","(N/A)","WR","871","FA","24","Bye","1","WAVR","0","","0%","0%"
"*016ga*","Connor Barth","CHI","K","872","FA","35","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04orm*","Kaare Vedvik","(N/A)","K","873","FA","27","Bye","1","WAVR","0","","0%","0%"
"*0020v*","Adam Vinatieri","(N/A)","K","874","FA","48","Bye","1","WAVR","0","","0%","0%"
"*050fd*","Bruce Anderson III","(N/A)","RB","875","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04cmc*","Antony Auclair","HOU","TE","876","FA","28","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","0%","0%"
"*05t6d*","Kenji Bahar","(N/A)","QB","877","FA","0","Bye","1","WAVR","0","","0%","0%"
"*02a5z*","Nick Bellore","SEA","RB","878","FA","32","@MIN Sun 4:25PM","1","WAVR","0","9","0%","+0.1%"
"*05jiv*","Case Cookus","(N/A)","QB","879","FA","25","Bye","1","WAVR","0","","0%","+0.1%"
"*05jgy*","Jeff Cotton","JAX","WR","880","FA","24","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*03cid*","Quincy Enunwa","(N/A)","WR","881","FA","29","Bye","1","WAVR","0","","0%","0%"
"*04mpv*","Troy Fumagalli","NE","TE","882","FA","26","NO Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*05jjb*","Juwan Green","ATL","WR","883","FA","23","@NYG Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05ryy*","Warren Jackson","(N/A)","WR","884","FA","22","Bye","1","WAVR","0","","0%","-0.1%"
"*026tr*","Colin Kaepernick","(N/A)","QB","885","FA","33","Bye","1","WAVR","0","","0%","-0.1%"
"*05jgm*","Adrian Killins","DEN","RB","886","FA","23","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*03oyf*","Matt LaCosse","NE","TE","887","FA","29","NO Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*03ceb*","Cody Latimer","(N/A)","WR","888","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05jiy*","Javon Leake","(N/A)","RB","889","FA","23","Bye","1","WAVR","0","","0%","0%"
"*05rvb*","Myron Mitchell","MIN","WR","890","FA","23","SEA Sun 4:25PM","1","WAVR","0","7","0%","0%"
"*03cf6*","Donte Moncrief","HOU","WR","891","FA","28","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","0%","0%"
"*050gy*","Jason Moore","LAC","WR","892","FA","26","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*03oli*","J.J. Nelson","IND","WR","893","FA","29","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*05jjm*","Chris Rowland","(N/A)","WR","894","FA","23","Bye","1","WAVR","0","","0%","0%"
"*05rvm*","Dylan Soehner","NO","TE","895","FA","23","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05rvk*","Carl Tucker","MIA","RB,TE","896","FA","24","@LV Sun 4:05PM","1","WAVR","0","14","0%","0%"
"*04msw*","Malik Turner","DAL","WR","897","FA","25","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*03oh8*","Kevin White","NO","WR","898","FA","29","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*001pi*","Jason Witten","(N/A)","TE","899","FA","39","Bye","1","WAVR","0","","0%","0%"
"*03qei*","Corey Acosta","(N/A)","K","900","FA","30","Bye","1","WAVR","0","","0%","0%"
"*04oyp*","Austin Barnard","(N/A)","K","901","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05ak6*","Josh Gable","(N/A)","K","902","FA","31","Bye","1","WAVR","0","","0%","+0.1%"
"*04omg*","Matthew McCrane","(N/A)","K","903","FA","27","Bye","1","WAVR","0","","0%","0%"
"*02jns*","Giorgio Tavecchio","(N/A)","K","904","FA","31","Bye","1","WAVR","0","","0%","0%"
"*02jck*","Blair Walsh","NO","K","905","FA","31","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*03ola*","Jay Ajayi","(N/A)","RB","906","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05jii*","Jake Bargas","MIN","RB","907","FA","24","SEA Sun 4:25PM","1","WAVR","0","7","0%","0%"
"*05juh*","Nick Bowers","LV","TE","908","FA","25","MIA Sun 4:05PM","1","WAVR","0","8","0%","0%"
"*05ju4*","Ja'Marcus Bradley","CLE","WR","909","FA","24","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*0505b*","Stephen Carlson","CLE","TE","910","FA","24","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*04ct0*","Austin Carr","NO","WR","911","FA","27","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*040e3*","Corey Coleman","(N/A)","WR","912","FA","27","Bye","1","WAVR","0","","0%","0%"
"*05nnq*","Dominique Dafney","GB","TE","913","FA","24","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*05rwr*","BJ Emmons","(N/A)","RB","914","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05jne*","Chris Finke","KC","WR","915","FA","25","LAC Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*04zx0*","Cullen Gillaspia","NYG","RB","916","FA","26","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*026y9*","Virgil Green","LAC","TE","917","FA","33","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05t6n*","Jake Hausmann","NYG","TE","918","FA","24","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*03015*","Josh Hill","DET","TE","919","FA","31","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*050lg*","Devlin Hodges","(N/A)","QB","920","FA","25","Bye","1","WAVR","0","","0%","0%"
"*040r5*","J.P. Holtz","CHI","TE","921","FA","28","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*05ryi*","Tim Jones","JAX","WR","922","FA","0","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04p1g*","Darvin Kidsy","(N/A)","WR","923","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04mrt*","Kyle Lauletta","JAX","QB","924","FA","26","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05ryw*","Branden Mack","(N/A)","WR","925","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04ceb*","Josh Malone","(N/A)","WR","926","FA","25","Bye","1","WAVR","0","","0%","0%"
"*03cd6*","Johnny Manziel","(N/A)","QB","927","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05jeq*","Cole McDonald","(N/A)","QB","928","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04zf9*","Stanley Morgan","CIN","WR","929","FA","25","@PIT Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04zfc*","Isaac Nauta","GB","TE","930","FA","24","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*05jkn*","Sewo Olonilua","DAL","RB","931","FA","23","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*04msi*","Austin Proehl","LAC","WR","932","FA","25","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*03ce3*","Paul Richardson Jr.","(N/A)","WR","933","FA","29","Bye","1","WAVR","0","","0%","0%"
"*02zxa*","Theo Riddick","(N/A)","RB","934","FA","30","Bye","1","WAVR","0","","0%","0%"
"*040i1*","Wendell Smallwood","PIT","RB","935","FA","27","CIN Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05rwc*","Brandon Smith","DAL","WR","936","FA","22","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*04ou5*","Johnny Stanton","CLE","RB","937","FA","27","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*04zg7*","Cody Thompson","SEA","WR","938","FA","25","@MIN Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*02zvg*","Levine Toilolo","NYG","TE","939","FA","30","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*05009*","Nsimba Webster","CHI","WR","940","FA","25","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04zgn*","Damion Willis","NYG","WR","941","FA","24","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*05ru9*","Brock Wright","DET","TE","942","FA","22","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*040f6*","Roberto Aguayo","(N/A)","K","943","FA","27","Bye","1","WAVR","0","","0%","0%"
"*05j8e*","Ramiz Ahmed","(N/A)","K","944","FA","0","Bye","1","WAVR","0","","0%","0%"
"*05jgi*","Manasseh Bailey","(N/A)","WR","945","FA","24","Bye","1","WAVR","0","","0%","0%"
"*0304n*","Jaron Brown","ARI","WR","946","FA","31","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*04oin*","Dylan Cantrell","WAS","TE","947","FA","27","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*03coo*","Travis Coons","LAC","K","948","FA","29","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*040j6*","Cody Core","(N/A)","WR","949","FA","27","Bye","1","WAVR","0","","0%","0%"
"*05jl5*","Nathan Cottrell","JAX","RB","950","FA","25","ARI Sun 1:00PM","1","WAVR","0","7","0%","+0.1%"
"*04ln2*","River Cracraft","SF","WR","951","FA","26","GB Sun 8:20PM","1","WAVR","0","6","0%","0%"
"*03cqj*","Isaiah Crowell","(N/A)","RB","952","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04zd6*","Felton Davis","KC","WR","953","FA","24","LAC Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*05jiw*","Derrick Dillon","NYG","WR","954","FA","25","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*05jg3*","Maurice Ffrench","LAC","WR","955","FA","23","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*00293*","Ted Ginn Jr.","(N/A)","WR","956","FA","36","Bye","1","WAVR","0","","0%","0%"
"*0419c*","Garrett Griffin","NO","TE","957","FA","27","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*03014*","Ryan Griffin","TB","QB","958","FA","31","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*05jni*","Josh Hokit","SF","RB","959","FA","23","GB Sun 8:20PM","1","WAVR","0","6","0%","0%"
"*04ol0*","Tanner Hudson","SF","TE","960","FA","26","GB Sun 8:20PM","1","WAVR","0","6","0%","0%"
"*05jtm*","John Hurst","TB","WR","961","FA","24","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*04ze4*","Trenton Irwin","CIN","WR","962","FA","25","@PIT Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04ze7*","Anthony Johnson","(N/A)","WR","963","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04cv8*","Marcus Kemp","KC","WR","964","FA","26","LAC Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*05jwg*","Mason Kinsey","TEN","WR","965","FA","23","IND Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*04cc9*","DeShone Kizer","(N/A)","QB","966","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05jow*","J.J. Koski","LAR","WR","967","FA","24","TB Sun 4:25PM","1","WAVR","0","11","0%","0%"
"*05jub*","Benny LeMay","(N/A)","RB","968","FA","23","Bye","1","WAVR","0","","0%","0%"
"*040wd*","Tommylee Lewis","NO","WR","969","FA","28","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05gva*","Kalija Lipscomb","(N/A)","WR","970","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04msn*","J'Mon Moore","ATL","WR","971","FA","26","@NYG Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05jhy*","Jaylon Moore","BAL","WR","972","FA","24","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*02jcn*","Alfred Morris","(N/A)","RB","973","FA","32","Bye","1","WAVR","0","","0%","0%"
"*002kv*","Mike Nugent","(N/A)","K","974","FA","39","Bye","1","WAVR","0","","0%","0%"
"*04clp*","Andre Patton","PHI","WR","975","FA","27","@DAL Mon 8:15PM","1","WAVR","0","14","0%","0%"
"*05rz1*","Adam Prentice","(N/A)","RB","976","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04cor*","Bobby Puyol","BAL","K","977","FA","28","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*050lv*","Craig Reynolds","DET","RB","978","FA","25","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*005ao*","Ray Rice","(N/A)","RB","979","FA","34","Bye","1","WAVR","0","","0%","0%"
"*05ru5*","Roland Rivers","(N/A)","QB","980","FA","0","Bye","1","WAVR","0","","0%","0%"
"*05t9u*","C.J. Saunders","CAR","WR","981","FA","25","CAR 24<br/>@HOU 9 F","1","WAVR","0","13","0%","0%"
"*003c6*","Matt Schaub","(N/A)","QB","982","FA","40","Bye","1","WAVR","0","","0%","0%"
"*05rzc*","Bernhard Seikovits","ARI","TE","983","FA","24","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*05rig*","Mathew Sexton","(N/A)","WR","984","FA","23","Bye","1","WAVR","0","","0%","0%"
"*03oo6*","Trevor Siemian","NO","QB","985","FA","29","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*04oxu*","Vyncint Smith","NYJ","WR","986","FA","25","@DEN Sun 4:05PM","1","WAVR","0","6","0%","0%"
"*04yo0*","Clayton Thorson","NYG","QB","987","FA","25","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*03or1*","Eric Tomlinson","BAL","TE","988","FA","29","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*040jb*","Dan Vitale","NE","RB","989","FA","27","NO Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*05jm4*","Scotty Washington","(N/A)","WR","990","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05jg7*","Cody White","PIT","WR","991","FA","22","CIN Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04zgg*","Kerrith Whyte","BUF","RB","992","FA","24","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*02zwd*","Luke Willson","(N/A)","TE","993","FA","31","Bye","1","WAVR","0","","0%","0%"
"*04zzy*","Alex Bachman","NYG","WR","994","FA","25","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04okb*","Jeff Badet","ATL","WR","995","FA","27","@NYG Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*03cdf*","Kelvin Benjamin","(N/A)","WR,TE","996","FA","30","Bye","1","WAVR","0","","0%","0%"
"*03chv*","Alfred Blue","(N/A)","RB","997","FA","30","Bye","1","WAVR","0","","0%","0%"
"*04zcn*","Tony Brooks-James","(N/A)","RB","998","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05ju5*","Tony Brown","(N/A)","WR","999","FA","24","Bye","1","WAVR","0","","0%","0%"
"*0504s*","Ian Bunting","DAL","TE","1000","FA","25","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*05jsl*","Matt Cole","NYG","WR","1001","FA","24","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*05ozd*","Damonte Coxie","(N/A)","WR","1002","FA","0","Bye","1","WAVR","0","","0%","0%"
"*01cdi*","Michael Crabtree","(N/A)","WR","1003","FA","34","Bye","1","WAVR","0","","0%","0%"
"*04cr7*","Jason Croom","PHI","TE","1004","FA","27","@DAL Mon 8:15PM","1","WAVR","0","14","0%","0%"
"*0308n*","Benny Cunningham","JAX","RB","1005","FA","31","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*03cwb*","Mike Davis","(N/A)","WR","1006","FA","29","Bye","1","WAVR","0","","0%","0%"
"*04d25*","Reggie Davis","CHI","WR","1007","FA","25","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04cv5*","Gehrig Dieter","KC","WR","1008","FA","28","LAC Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*050gh*","Greg Dortch","ARI","WR","1009","FA","23","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*05ryt*","Devontres Dukes","DEN","WR","1010","FA","24","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*04p16*","John Franklin","TB","WR","1011","FA","27","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*04cx5*","Tanner Gentry","BUF","WR","1012","FA","26","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04cfi*","Shelton Gibson","CAR","WR","1013","FA","27","CAR 24<br/>@HOU 9 F","1","WAVR","0","13","0%","0%"
"*04ont*","Devin Gray","BAL","WR","1014","FA","26","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*05jo6*","Farrod Green","IND","TE","1015","FA","24","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*05rxx*","Garrett Groshek","(N/A)","RB","1016","FA","24","Bye","1","WAVR","0","","0%","0%"
"*050h4*","Daniel Helm","SF","TE","1017","FA","26","GB Sun 8:20PM","1","WAVR","0","6","0%","0%"
"*04cd6*","Carlos Henderson","(N/A)","WR","1018","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04ct4*","Cody Hollister","TEN","WR","1019","FA","27","IND Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*04cp1*","Bug Howard","BUF","WR,TE","1020","FA","26","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05jix*","Rysen John","NYG","TE","1021","FA","23","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04cr8*","Jordan Johnson","(N/A)","RB","1022","FA","27","Bye","1","WAVR","0","","0%","0%"
"*001oq*","Julius Jones","NO","RB","1023","FA","40","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*026w6*","Taiwan Jones","BUF","RB","1024","FA","33","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05jt6*","Travis Jonsen","TB","WR","1025","FA","24","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*05rw5*","Hunter Kampmoyer","LAC","TE","1026","FA","23","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*040fi*","Bronson Kaufusi","GB","TE","1027","FA","30","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*05rxu*","Riley Lees","(N/A)","WR","1028","FA","0","Bye","1","WAVR","0","","0%","0%"
"*04cfz*","T.J. Logan","TB","RB","1029","FA","27","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*05jjk*","Jalen McCleskey","(N/A)","WR","1030","FA","24","Bye","1","WAVR","0","","0%","0%"
"*026yl*","Bruce Miller","JAX","RB","1031","FA","34","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04cou*","Taquan Mizzell","NYG","RB","1032","FA","27","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04cp6*","JoJo Natson","CLE","WR","1033","FA","27","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*03omc*","Nick O'Leary","LV","TE","1034","FA","29","MIA Sun 4:05PM","1","WAVR","0","8","0%","0%"
"*05jtn*","Josh Pearson","(N/A)","WR","1035","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05rsl*","Josh Pederson","(N/A)","TE","1036","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05rvw*","Nick Ralston","DAL","RB","1037","FA","24","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*001p8*","Tony Romo","(N/A)","QB","1038","FA","41","Bye","1","WAVR","0","","0%","0%"
"*04clq*","Artavis Scott","HOU","WR","1039","FA","26","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","0%","0%"
"*050af*","Darrius Shepherd","(N/A)","WR","1040","FA","25","Bye","1","WAVR","0","","0%","0%"
"*05rx7*","T.J. Simmons","(N/A)","WR","1041","FA","0","Bye","1","WAVR","0","","0%","0%"
"*005dj*","Matt Slater","NE","WR","1042","FA","36","NO Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*001u4*","Drew Stanton","TB","QB","1043","FA","37","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
